word,correct
മിഡിപ്പ്,മിടിപ്പ്
മിഢിപ്പ്,മിടിപ്പ്
മിധുനം,മിഥുനം
മുഖദാവിൽ,മുഖതാവിൽ
മുഖാന്തിര,മുഖാന്തര
മുഗ്ദ്ധകണ്ഠ,മുക്തകണ്ഠ
മുതലാളിത്വ,മുതലാളിത്ത
മുതലാളിത്വം,മുതലാളിത്തം
മുർശ്ച,മൂർഛ
മുറിയേറ്റ്,മുറിവേറ്റ്
മൂർശ്ച,മൂർഛ
മേഖ,മേഘ
മേഗം,മേഘം
മേഘല,മേഖല
മേഢം,മേടം
മൈലാജി,മൈലാഞ്ചി
മോൻ,മകൻ
മോഹാത്സ്യം,മോഹാലസ്യം
മോള്,മകൾ
മൗലീക,മൗലിക
മ്യുസീയം,മ്യൂസിയം
മ്യൂസീയം,മ്യൂസിയം
മ്ലേശ്ചൻ,മ്ലേച്ഛൻ
യഞ്ജം,യജ്ഞം
യന്ദ്രം,യന്ത്രം
യശശരീര,യശഃശരീര
യശശരീരൻ,യശഃശരീരൻ
യാജകൻ,യാചകൻ
യാദൃശ്ചിക,യാദൃച്ഛിക
യാദൃശ്ചികം,യാദൃച്ഛികം
യാദൃശ്ചികമായി,യാദൃച്ഛികമായി
യാധാർത്ഥം,യാഥാർത്ഥം
യുക്ത്യാനുസരണം,യുക്ത്യനുസരണം
യുദ്ദം,യുദ്ധം
യുവത്തം,യുവത്വം
യൂണിവേൾസിറ്റി,യൂണിവേഴ്സിറ്റി, യൂണിവേഴ്‌സിറ്റി
യെമൂന,യമുന
യോകം,യോഗം
യോചിക്കു,യോജിക്കു
യോചിക്കുക,യോജിക്കുക
യൌവ്വനം,യൌവനം
യൗവ്വന,യൗവന
രക്ഷകർത്താവ്,രക്ഷാകർത്താവ്
രംഘപൂജ,രംഗപൂജ
രങ്കം,രംഗം
രങ്കപൂജ,രംഗപൂജ
രജിസ്റ്റാർ,രജിസ്റ്റ്രാർ
രാഞ്ജി,രാജ്ഞി
രാപ്പക,രാപക
രുഗ്മിണി,രുക്മിണി
രൂപീകര,രൂപവത്കര
രോകം,രോഗം
രോഗ ഗ്രസ്ഥ,രോഗഗ്രസ്ത
രോഗഗ്രസ്ഥ,രോഗഗ്രസ്ത
രോഗഗ്രസ്ഥൻ,രോഗഗ്രസ്തൻ
രോഗപീഢ,രോഗപീഡ
ലക്ഷോപിലക്ഷം,ലക്ഷോപലക്ഷം
ലജ്ഞ,ലജ്ജ
ലൈംഗീക,ലൈംഗിക
ലൈംഗീകം,ലൈംഗികം
ലൌകീകം,ലൌകികം
ലൗകീക,ലൗകിക
ലൗകീകം,ലൗകികം
വകഭേതങ്ങളുണ്ട്,വകഭേദങ്ങളുണ്ട്
വകഭേതങ്ങൾ,വകഭേദങ്ങൾ
വകുപ്പുമേതാവികൾ,വകുപ്പുമേധാവികൾ
വക്ക്ത്തിയും,വക്തിയും
വക്ത്താക്കളായി,വക്താക്കളായി
വക്ത്താവായി,വക്താവായി
വക്ത്താവ്,വക്താവ്
വക്രരേക,വക്രരേഖ
വക്രോത്തി,വക്രോക്തി
വംഗത്തം,വങ്കത്തം
വഗാരം,വകാരം
വങ്കം,വംഗം
വചനപ്രസാതം,വചനപ്രസാദം
വചനരേകയിൽ,വചനരേഖയിൽ
വചനശുശ്സ്സുഷാസഹായി,വചനശുശ്രൂഷാസഹായി
വചനസുത,വചനസുധ
വചോസുധ,വചസ്സുധ
വജനം,വചനം
വജസ്സുകൾ,വചസ്സുകൾ
വജൊത്തരങ്ങൾ,വചോത്തരങ്ങൾ
വജ്രലേക,വജ്രലേഖ
വയ്കുന്നേരം,വൈകുന്നേരം
വയ്യാകരണൻ,വൈയാകരണൻ
വരണ്യൻ,വരേണ്യൻ
വർജന,വർജ്ജന
വർജനം,വർജ്ജനം
വർജിക്ക,വർജ്ജിക്ക
വർജിക്കുക,വർജ്ജിക്കുക
വർജിക്കൂ,വർജ്ജിക്കൂ
വർജ്യം,വർജ്ജ്യം
വർധന,വർദ്ധന
വർധനയ,വർദ്ധനയ
വർധനവ,വർദ്ധനവ
വർധനവ്,വർദ്ധനവ്
വർധി,വർദ്ധി
വലുപ്പ,വലിപ്പ
വലുപ്പം,വലിപ്പം
വംശസ്തം,വംശസ്ഥം
വംശാതിയേ,വംശാധിയേ
വംഷജ,വംശജ
വഷസ്സ്,വക്ഷസ്സ്
വംസം,വംശം
വസുദാ,വസുധാ
വസ്തുനിഷ്ട,വസ്തുനിഷ്ഠ
വസ്തുനിഷ്ടം,വസ്തുനിഷ്ഠം
വാങ്ങയില്ല,വാങ്ങുകയില്ല
വാഞ്ച,വാഞ്ഛ
വാത്മീകി,വാല്മീകി
വാദപ്രദിവാദം,വാദപ്രതിവാദം
വാരാർനിധി,വാരാന്നിധി
വാർഷീക,വാർഷിക
വാൽമീകി,വാല്മീകി
വാസ്ഥവ,വാസ്തവ
വാസ്ഥവം,വാസ്തവം
വിക്ഞാപനം,വിജ്ഞാപനം
വിജ്രംഭ,വിജൃംഭ
വിഡ്ഡി,വിഡ്ഢി
വിഡ്ഡിത്വ,വിഡ്ഢിത്ത
വിഡ്ഡിത്വം,വിഡ്ഢിത്തം
വിഡ്ഢിത്വ,വിഡ്ഢിത്ത
വിഡ്ഢിത്വം,വിഡ്ഢിത്തം
വിണ്ഡലം,വിണ്ടലം
വിത്യസ്ത,വ്യത്യസ്ത
വിത്യസ്തം,വ്യത്യസ്തം
വിത്യസ്ഥ,വ്യത്യസ്ത
വിത്യസ്ഥം,വ്യത്യസ്തം
വിത്യാസ,വ്യത്യാസ
വിത്യാസം,വ്യത്യാസം
വിദഗ്ധ,വിദഗ്ദ്ധ
വിദഗ്ധനായ,വിദഗ്ദ്ധനായ
വിദഗ്ധൻ,വിദഗ്ദ്ധൻ
വിദഗ്ധർ,വിദഗ്ദ്ധർ
വിദ്ധ്യാർത്ഥി,വിദ്യാർത്ഥി
വിദ്ധ്യാർഥി,വിദ്യാർത്ഥി
വിദ്യാർഥി,വിദ്യാർത്ഥി
വിദ്യുത്ശക്തി,വിദ്യുച്ഛക്തി
വിധ്യാർത്ഥി,വിദ്യാർത്ഥി
വിധ്യാർഥി,വിദ്യാർത്ഥി
വിപ്രലംബശ്യംഗാരം,വിപ്രലംഭശ്യംഗാരം
വിമ്മിഷ്ട,വിമ്മിട്ട
വിമ്മിഷ്ടം,വിമ്മിട്ടം
വിമ്മിഷ്ഠ,വിമ്മിട്ട
വിമ്മിഷ്ഠം,വിമ്മിട്ടം
വിരുധ,വിരുദ്ധ
വിരുധം,വിരുദ്ധം
വില്പത്തി,വ്യുൽപത്തി
വിവാഹക്കാര്യം,വിവാഹകാര്യം
വിശദ്മായുണ്ടായിരുന്നു,വിശദമായുണ്ടായിരുന്നു
വിശ്വസ്ഥ,വിശ്വസ്ത
വിശ്വസ്ഥം,വിശ്വസ്തം
വിശ്വസ്ഥൻ,വിശ്വസ്തൻ
വിഷണ്ഡൻ,വിഷണ്ണൻ
വൃക്ഷഛായ,വൃക്ഷച്ഛായ
വൃച്ചികം,വൃശ്ചികം
വൃച്ഛികം,വൃശ്ചികം
വൃണം,വ്രണം
വൃത,വ്രത
വൃതം,വ്രതം
വൃതമെ,വ്രതമെ
വൃതശുദ്ധി,വ്രതശുദ്ധി
വൃതാനു,വ്രതാനു
വൃധാ,വൃഥാ
വൃശ്ഛികം,വൃശ്ചികം
വെക്കുനത്‌,വക്കുനതു
വെച്ച,വച്ച
വെച്ചതാണ്,വച്ചതാണ്
വെച്ചതായി,വച്ചതായി
വെച്ചശേഷം,വച്ചശേഷം
വെച്ചുള്ള,വച്ചുള്ള
വെച്ചോ,വച്ചോ
വെയ്യ്ക്കാം,വക്കാം
വേണ്ടിയ,വേണ്ട
വേറാരും,വേറെ ആരും
വൈദഗ്ധ്യ,വൈദഗ്ദ്ധ്യ
വൈദഗ്ധ്യം,വൈദഗ്ദ്ധ്യം
വൈദീക,വൈദിക
വൈദീകം,വൈദികം
വൈരുധ്യ,വൈരുദ്ധ്യ
വൈരുധ്യം,വൈരുദ്ധ്യം
വൈരുധ്യമായ,വൈരുദ്ധ്യമായ
വൈശിഷ്യം,വൈശിഷ്ട്യം
വ്യജ്ഞന,വ്യഞ്ജന
വ്യജ്ഞനം,വ്യഞ്ജനം
വ്യത്യസ്ഥ,വ്യത്യസ്ത
വ്യത്യസ്ഥം,വ്യത്യസ്തം
വ്യത്യസ്ഥമായ,വ്യത്യസ്തമായ
വ്യന്യാസ,വിന്യാസ
വ്യവസ്ത,വ്യവസ്ഥ
വ്യാഖരണം,വ്യാകരണം
വ്രിണ,വൃണ
ശംക്രാന്തി,സംക്രാന്തി
ശരിപകർപ്പ്,ശരിപ്പകർപ്പ്
ശർദ്ദി,ഛർദ്ദി
ശാസോശ്വാസ,ശ്വാസോച്ഛ്വാസ
ശിശ്രൂഷ,ശുശ്രൂഷ
ശൃംഘല,ശൃംഖല
ശേഘരം,ശേഖരം
ശ്രദ്ദ,ശ്രദ്ധ
ശ്രദ്ധവച്ചു,ശ്രദ്ധിച്ചു
ശ്രാർദ്ധം,ശ്രാദ്ധം
ശ്രോതസാ,സ്രോതസ്സാ
ശ്രോതസി,സ്രോതസ്സി
ശ്രോതസിൽ,സ്രോതസ്സിൽ
ശ്രോതസു,സ്രോതസ്സു
ശ്രോതസ്,സ്രോതസ്സ്
ശ്രോതസ്,സ്രോതസ്സ്
ശ്രോതസ്സി,സ്രോതസ്സി
ശ്രോതസ്സിൽ,സ്രോതസ്സിൽ
ശ്രോതസ്സ്,സ്രോതസ്സ്
ശ്രോതസ്സ്,സ്രോതസ്സ്
ശ്ലാഘയോഗ്യൻ,ശ്ലാഘായോഗ്യൻ
ശ്വാസോശ്വാസം,ശ്വാസോച്ഛ്വാസം
സക്രീയ,സക്രിയ
സംക്ഷിപ്തചരിത്രവും,സംക്ഷിപ്തചരിത്രവും
സംക്ഷിപ്തരൂപത്തിൽവിവർത്തനം,സംഷിപ്തരൂപത്തിൽവിവർത്തനം
സംക്ഷിപ്തസഹകരണ,സംഷിപ്തസഹകരണ
സംഗ്രമം,സംക്രമം
സങ്കടിപ്പികാൻ,സംഘടിപ്പിക്കാൻ
സങ്കടിപ്പിക്കു,സംഘടിപ്പിക്കു
സങ്കടിപ്പിക്കും,സംഘടിപ്പിക്കും
സങ്കടിപ്പിക്കുക,സംഘടിപ്പിക്കുക
സതിമൌലിര്തനം,സതീമൌലിര്തനം
സന്തര്ഷിക്കുക,സന്ദർശിക്കുക
സന്തുഷ്ഠ,സന്തുഷ്ട
സന്തുഷ്ഠകുടുബം,സന്തുഷ്ടകുടുബം
സന്തുഷ്ഠചിത്തൻ,സന്തുഷ്ടചിത്തൻ
സന്തുഷ്ഠൻ,സന്തുഷ്ടൻ
സന്തുഷ്ഠവാൻ,സന്തുഷ്ടവാൻ
സന്തോശം,സന്തോഷം
സന്ദോശം,സന്തോഷം
സന്ദോഷം,സന്തോഷം
സന്യാസീവേഷം,സന്യാസിവേഷം
സംപ്രതായം,സമ്പ്രദായം
സംബത്ത്,സമ്പത്ത്
സംബധി,സംബന്ധി
സബ്ബത്ത്,സമ്പത്ത്
സംഭന്ധിക്കുക,സംബന്ധിക്കുക
സംഭാതിക്കും,സമ്പാദിക്കും
സംഭാതിച്ചല്ല,സമ്പാദിച്ചല്ല
സംഭാതിച്ചു,സമ്പാതിച്ചു
സംഭാദിക്കും,സമ്പാദിക്കും
സംഭാദിച്ചില്ല,സമ്പാദിച്ചില്ല
സംഭാദിച്ചു,സമ്പാദിച്ചു
സംഭോധന,സംബോധന
സമതിക്കുക,സമ്മതിക്കുക
സമത്ത്വ,സമത്വ
സമത്ത്വം,സമത്വം
സമർദ്ധൻ,സമർത്ഥൻ
സമർദ്ധി,സമൃദ്ധി
സമുദ്രമദനം,സമുദ്രമഥനം
സമൂസ,സമോസ
സമൃഥി,സമൃദ്ധി
സമൃദ്ദി,സമൃദ്ധി
സമ്മദിക്കുക,സമ്മതിക്കുക
സമ്മധിക്കുക,സമ്മതിക്കുക
സമ്രിദ്ധി,സമൃദ്ധി
സർവത്ത്,സർബത്ത്
സർവ്വതോന്മുഖമായ,സർവ്വതോമുഖമായ
സംഷപവും,സംക്ഷപവും
സംഷിപ്ത,സംക്ഷിപ്ത
സംഷിപ്തചരിത്രം,സംക്ഷിപ്തചരിത്രം
സംഷിപ്തജനനചരിത്രം,സംക്ഷിപ്തജനനചരിത്രം
സംഷിപ്തജീവചരിത്രം,സംക്ഷിപ്തജീവചരിത്രം
സംഷിപ്തപട്ടിക,സംക്ഷിപ്തപട്ടിക
സംഷിപ്തപട്ടികയും,സംക്ഷിപ്തപട്ടികയും
സംഷിപ്തപഠനം,സംക്ഷിപ്തപഠനം
സംഷിപ്തപതിപ്പാണ്,സംക്ഷിപ്തപതിപ്പാണ്
സംഷിപ്തപതിപ്പിന്റെ,സംക്ഷിപ്തപതിപ്പിന്റെ
സംഷിപ്തപതിപ്പ്,സംക്ഷിപ്തപതിപ്പ്
സംഷിപ്തഭാരതം,സംക്ഷിപ്തഭാരതം
സംഷിപ്തമായി,സംക്ഷിപ്തമായി
സംഷിപ്തമായിരുന്നു,സംക്ഷിപ്തമായിരുന്നു
സംഷിപ്തമായ്,സംക്ഷിപ്തമായ്
സംഷിപ്തരാമായണം,സംക്ഷിപ്തരാമായണം
സംഷിപ്തരൂപം,സംക്ഷിപ്തരൂപം
സംഷിപ്തരൂപമൂലം,സംക്ഷിപ്തരൂപമൂലം
സംഷിപ്തരേഖ,സംക്ഷിപ്തരേഖ
സംഷിപ്തവിവരണം,സംക്ഷിപ്തവിവരണം
സംഷിപ്തവിവരണത്തോടുകൂടി,സംക്ഷിപ്തവിവരണത്തോടുകൂടി
സംഷിപ്തശബ്ദകോഷ്,സംക്ഷിപ്തശബ്ദകോഷ്
സഹികൂക,സഹിക്കുക
സാംക്രാമികം,സാംക്രമികം
സാംക്രാമികരോഗം,സാംക്രമികരോഗം
സാദാരണ,സാധാരണ
സാദാരണം,സാധാരണം
സാദാരണക്കാരിൽ,സാധാരണക്കാരിൽ
സാദാരണക്കാർ,സാധാരണക്കാർ
സാദൃശ്യത്ത,സാദൃശ്യത്ത
സാമൂഹ്യ,സാമൂഹിക
സാമൂഹ്യപാഠ,സാമൂഹ്യപാഠ
സാമ്രാട്ട,സമ്രാട്ട
സാമ്രാട്ട്,സമ്രാട്ട്
സുഖന്തം,സുഗന്ധം
സുഖന്ദം,സുഗന്ധം
സുഖന്ധം,സുഗന്ധം
സുഗന്തം,സുഗന്ധം
സുഗന്ദം,സുഗന്ധം
സുരനദിസുതൻ,സുരനദീസുതൻ
സുഹ്രുത്തും,സുഹൃത്തും
സുഹ്രുത്ത്,സുഹൃത്ത്
സൂചനപത്രിക,സൂചനാപത്രിക
സൂഷ്മ,സൂക്ഷ്മ
സൂഷ്മം,സൂക്ഷ്മം
സൃഷ്ടാ,സ്രഷ്ടാ
സൃഷ്ടാവ്,സ്രഷ്ടാവ്
സൈനീക,സൈനിക
സോഫ്റ്റ്വെയർ,സോഫ്റ്റ്‌വെയർ
സോഫ്റ്റ്വേർ,സോഫ്റ്റ്‌വേർ
സൌഷ്ടവം,സൌഷ്ഠവം
സ്താനം,സ്ഥാനം
സ്താനത്യാഗം,സ്ഥാനത്യാഗം
സ്തിതി,സ്ഥിതി
സ്ത്രീത്ത്വ,സ്ത്രീത്വ
സ്ത്രീത്ത്വം,സ്ത്രീത്വം
സ്ത്രോത്ര,സ്തോത്ര
സ്ത്രോത്രം,സ്തോത്രം
സ്ത്രോത്രസ്സ്,സ്തോത്രസ്സ്
സ്ഥിതീകരി:സ്ഥിരീകരി
സ്പുടം,സ്ഫുടം
സ്പുടത,സ്ഫുടത
സ്പുടപ,സ്ഫുടപ
സ്പുട്നിക,സ്പുട്നിക
സ്പുരിക്ക,സ്ഫുരിക്ക
സ്രഷ്ടി,സൃഷ്ടി
സ്രഷ്ടിച്ചു,സൃഷ്ടിച്ചു
സ്രിഷ്ടി,സൃഷ്ടി
സ്രോതസാ,സ്രോതസ്സാ
സ്രോതസി,സ്രോതസ്സി
സ്രോതസിൽ,സ്രോതസ്സിൽ
സ്രോതസു,സ്രോതസ്സു
സ്രോതസ്,സ്രോതസ്സ്
സ്രോതസ്,സ്രോതസ്സ്
സ്വച്ചം,സ്വച്ഛം
സ്വതന്ത്രസോഫ്റ്റ്വെയർ,സ്വതന്ത്രസോഫ്റ്റ്‌വെയർ
സ്വതസിദ,സ്വതസ്സിദ്ധ
സ്വമേഥയാ,സ്വമേധയാ
സ്വമേദയാ,സ്വമേധയാ
സ്വയരക്ഷ,സ്വയംരക്ഷ
സ്വാദിഷ്ട,സ്വാദിഷ്ഠ
സ്വാദിഷ്ടം,സ്വാദിഷ്ഠം
സ്വാദിഷ്ടമായ,സ്വാദിഷ്ഠമായ
സ്വാന്തന,സാന്ത്വന
സ്വാന്തനം,സാന്ത്വനം
സ്വാന്ത്വന,സാന്ത്വന
സ്വീകരികു,സ്വീകരിക്കു
സ്വീകരികുക,സ്വീകരിക്കുക
സ്വീകാര്യയോഗ്യം,സ്വീകാരയോഗ്യം
സ്വൈര്യ,സ്വൈര
സ്വൈര്യം,സ്വൈരം
സ്വൈര്യവിഹാരം,സ്വൈരവിഹാരം
ഹർതാൽ,ഹർത്താൽ
ഹർമ്യ,ഹർമ്മ്യ
ഹർമ്യം,ഹർമ്മ്യം
ഹാർദ്ദവം,ഹാർദ്ദം
ഹാർദ്ദവമാ,ഹാർദ്ദമാ
ഹാർദ്ദവമായി,ഹാർദ്ദമായി
ഹൃസ്വ,ഹ്രസ്വ
ഹൃസ്വം,ഹ്രസ്വം
ഹൃസ്വചിത്രം,ഹ്രസ്വചിത്രം
